"Reference","Journal_name","Publication_year","Experiment_year","IF","Data_details","Variable_name","Variable_identity","Plant_species","Plant_status","Herbivore_feeding_guild","cor","n","zr","var"
"Rivkin et al. 2018","American Journal of Botany",2018,2015,3.2,"Data from Appendix S2","Larval abundance","Herbivore abundance","Sagittaria latifolia","Native","Defoliators",-0.164496261695332,82,-0.16600452836924,0.0126582278481013
"Rivkin et al. 2018","American Journal of Botany",2018,2015,3.2,"Data from Appendix S2","Leaf damage","Herbivory","Sagittaria latifolia","Native","Defoliators",-0.432084497019243,82,-0.462456853390515,0.0126582278481013
"Robertson & Duke 1987","Australian Journal of Ecology",1987,1984,1.7,"Data from Table 1","Area loss","Herbivory","Aegiceras corniculatum","Native","Defoliators",0.999781253121675,3,4.56031655224083,1
"Robertson & Duke 1987","Australian Journal of Ecology",1987,1984,1.7,"Data from Table 1","Area loss","Herbivory","Avicennia marina","Native","Defoliators",-0.740648617998215,3,-0.951914631107752,1
"Robertson & Duke 1987","Australian Journal of Ecology",1987,1984,1.7,"Data from Table 1","Area loss","Herbivory","Bruguiera gymnorrhiza","Native","Defoliators",0.92936321235179,3,1.65369710268828,1
"Robertson & Duke 1987","Australian Journal of Ecology",1987,1984,1.7,"Data from Table 1","Area loss","Herbivory","Excoecaria agallocha","Native","Defoliators",-0.872467680359899,3,-1.34332131761908,1
"Robertson & Duke 1987","Australian Journal of Ecology",1987,1984,1.7,"Data from Table 1","Area loss","Herbivory","Rhizophora stylosa","Native","Defoliators",-0.942782565330428,4,-1.76250894129086,1
"Robertson & Duke 1987","Australian Journal of Ecology",1987,1984,1.7,"Data from Table 1","Damaged Leaves","Herbivory","Aegiceras corniculatum","Native","All folivores",0.952471297518348,3,1.85775869495604,1
"Robertson & Duke 1987","Australian Journal of Ecology",1987,1984,1.7,"Data from Table 1","Damaged Leaves","Herbivory","Avicennia marina","Native","All folivores",-0.264806160982222,3,-0.271269982998655,1
"Robertson & Duke 1987","Australian Journal of Ecology",1987,1984,1.7,"Data from Table 1","Damaged Leaves","Herbivory","Bruguiera gymnorrhiza","Native","All folivores",0.339612773941164,3,0.353654753693749,1
"Robertson & Duke 1987","Australian Journal of Ecology",1987,1984,1.7,"Data from Table 1","Damaged Leaves","Herbivory","Excoecaria agallocha","Native","All folivores",-0.606452761779713,3,-0.7032913333679,1
"Sakata et al. 2013","Journal of Plant Interactions",2013,2012,3.9,"Data from Table 1","No. aphids","Herbivore abundance","Solidago altissima","Non-native","Sap feeders",0.157685962684361,15,0.15901276066091,0.0833333333333333
"Sakata et al. 2013","Journal of Plant Interactions",2013,2012,3.9,"Data from Table 1","No. lacebugs","Herbivore abundance","Solidago altissima","Non-native","Sap feeders",-0.506584216352636,15,-0.558124032930269,0.0833333333333333
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 1","Percentage of herbivore damage","Herbivory","Piper aduncum","Native","Defoliators",0.262510557793555,6,0.268802875632039,0.333333333333333
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 1","Percentage of herbivore damage","Herbivory","Piper aequale","Native","Defoliators",-0.243032819949073,6,-0.247994798884,0.333333333333333
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Generalist_North","Herbivory","Piper aduncum","Native","Defoliators",-0.963521323546526,3,-1.99288342540386,1
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Generalist_North","Herbivory","Piper aequale","Native","Defoliators",-0.905386190551972,3,-1.50131827452902,1
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Generalist_South","Herbivory","Piper aduncum","Native","Defoliators",0.685407592857448,3,0.839242426514751,1
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Generalist_South","Herbivory","Piper aequale","Native","Defoliators",0.985069221052228,3,2.44499214053138,1
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Genus specialist_North","Herbivory","Piper aduncum","Native","Defoliators",-0.948855201721291,3,-1.82016830566271,1
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Genus specialist_North","Herbivory","Piper aequale","Native","Defoliators",-0.954616730633541,3,-1.8814029432585,1
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Genus specialist_South","Herbivory","Piper aduncum","Native","Defoliators",0.63637220149641,3,0.752053092701455,1
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Genus specialist_South","Herbivory","Piper aequale","Native","Defoliators",0.830873168086885,3,1.19094967746386,1
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Specialist_North","Herbivory","Piper aduncum","Native","Defoliators",-0.913945490963657,3,-1.55097058550619,1
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Specialist_North","Herbivory","Piper aequale","Native","Defoliators",0.93107648753748,3,1.66641775863245,1
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Specialist_South","Herbivory","Piper aduncum","Native","Defoliators",0.737985682770657,3,0.946041459924203,1
"Salazar & Marquis 2012","PNAS",2012,2012,10.8,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_Specialist_South","Herbivory","Piper aequale","Native","Defoliators",-0.992258285638347,3,-2.77520046718757,1
"Salazar & Marquis 2012","PNAS",2012,2012,13.451,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_all herbivore_North","Herbivore abundance","Piper aduncum","Native","Defoliators",-0.949027769291546,3,-1.82190247942756,1
"Salazar & Marquis 2012","PNAS",2012,2012,13.451,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_all herbivore_North","Herbivore abundance","Piper aequale","Native","Defoliators",-0.942467716886197,3,-1.75968411351544,1
"Salazar & Marquis 2012","PNAS",2012,2012,13.451,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_all herbivore_South","Herbivore abundance","Piper aduncum","Native","Defoliators",0.686775803152018,3,0.841827479477762,1
"Salazar & Marquis 2012","PNAS",2012,2012,13.451,"Data from Figure 2","Herbivore species abundance per 100m2 of leaf area_all herbivore_South","Herbivore abundance","Piper aequale","Native","Defoliators",0.850828938799941,3,1.25914759178591,1
"Salazar & Marquis 2012","PNAS",2012,2012,13.451,"Data from Figure S2","Total Herbivore abundance_North","Herbivore abundance","Piper aduncum","Native","Defoliators",-0.740024444910162,3,-0.9505334165993,1
"Salazar & Marquis 2012","PNAS",2012,2012,13.451,"Data from Figure S2","Total Herbivore abundance_North","Herbivore abundance","Piper aequale","Native","Defoliators",-0.995541950318555,3,-3.05197978374552,1
"Salazar & Marquis 2012","PNAS",2012,2012,13.451,"Data from Figure S2","Total Herbivore abundance_South","Herbivore abundance","Piper aduncum","Native","Defoliators",0.992016939820206,3,2.75979056145272,1
"Salazar & Marquis 2012","PNAS",2012,2012,13.451,"Data from Figure S2","Total Herbivore abundance_South","Herbivore abundance","Piper aequale","Native","Defoliators",0.724275187173526,3,0.916579373232605,1
"Siemann et al. 2006","Proceedings of the Royal Society B",2006,2003,4.7,"Data from Figure 1","% damage in 2 week assay_native tree seedlings","Herbivory","Triadica sebifera","Native","Defoliators",-0.114170179735809,4,-0.11467015884473,1
"Siemann et al. 2006","Proceedings of the Royal Society B",2006,2003,4.7,"Data from Figure 1","% damage in 2 week assay_tallow tree seedlings","Herbivory","Triadica sebifera","Non-native","Defoliators",0.942114829251135,4,1.75653577151635,1
"Toju & Sota 2006","American Naturalist",2006,2003,3,"Data from Table 2","Seed predation","Herbivory","Camellia japonica","Native","Seed feeders",-0.0630025961140513,17,-0.0630861545112783,0.0714285714285714
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2018,7.7,"Data from Dryad","Incidence.of.gall.inducers_2018_survey 1","Herbivory","Quercus robur","Native","Gallers",-0.198572858286373,116,-0.201246388876305,0.00884955752212389
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2018,7.7,"Data from Dryad","Incidence.of.gall.inducers_2018_survey 2","Herbivory","Quercus robur","Native","Gallers",-0.295991878065611,125,-0.305120858518893,0.00819672131147541
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2018,7.7,"Data from Dryad","Incidence.of.leaf.miners_2018_survey 1","Herbivory","Quercus robur","Native","Miners",0.196232566222421,116,0.198811201553038,0.00884955752212389
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2018,7.7,"Data from Dryad","Incidence.of.leaf.miners_2018_survey 2","Herbivory","Quercus robur","Native","Miners",0.0509363066331455,125,0.05098042687608,0.00819672131147541
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2018,7.7,"Data from Dryad","Leaf damage_2018_survey 1","Herbivory","Quercus robur","Native","All folivores",0.182881646368597,116,0.184962432792117,0.00884955752212389
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2018,7.7,"Data from Dryad","Leaf damage_2018_survey 2","Herbivory","Quercus robur","Native","All folivores",0.2070157400822,125,0.210051444509419,0.00819672131147541
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2019,7.7,"Data from Dryad","Incidence.of.gall.inducers_2019_survey 1","Herbivory","Quercus robur","Native","Gallers",-0.12655334259017,54,-0.127235525594215,0.0196078431372549
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2019,7.7,"Data from Dryad","Incidence.of.gall.inducers_2019_survey 2","Herbivory","Quercus robur","Native","Gallers",-0.118779602556379,53,-0.119342983807827,0.02
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2019,7.7,"Data from Dryad","Incidence.of.leaf.miners_2019_survey 1","Herbivory","Quercus robur","Native","Miners",-0.170858240526342,54,-0.172550578353654,0.0196078431372549
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2019,7.7,"Data from Dryad","Incidence.of.leaf.miners_2019_survey 2","Herbivory","Quercus robur","Native","Miners",-0.172676151079229,51,-0.174423755651099,0.0208333333333333
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2019,7.7,"Data from Dryad","Leaef damage_2019_survey 1","Herbivory","Quercus robur","Native","All folivores",0.291444938174753,54,0.300144602724807,0.0196078431372549
"Valdés-Correcher et al. 2021","Global Ecology and Biogeography",2021,2019,7.7,"Data from Dryad","Leaef damage_2019_survey 2","Herbivory","Quercus robur","Native","All folivores",0.290907997803945,51,0.299557921291184,0.0208333333333333
"Verhoeven & Biere 2013","BMC Evolutionary Biology",2013,2005,NA,"Data from Table 1","Weevil infection","Herbivore abundance","Taraxacum officinale","Native","Seed feeders",-0.41672100023189,12,-0.443717347481538,0.111111111111111
"Wang et al. 2016","Scientific Reports",2016,2014,4.3,"Data from Figure 4","% leaf area loss_Mature tree","Herbivory","Quercus variabilis","Native","Defoliators",-0.869246199061588,14,-1.32998717683894,0.0909090909090909
"Wang et al. 2016","Scientific Reports",2016,2014,4.3,"Data from Figure 4","% the damaged leaves number_Juvenile tree","Herbivory","Quercus variabilis","Native","All folivores",-0.940158952505968,14,-1.73941667227786,0.0909090909090909
"Wright & Giliomee 1992","African Journal of Ecology",1992,1987,1.18,"Data from Figure 1","Losses","Herbivory","Protea laurifolia","Native","Defoliators",0.224706140057707,3,0.228607038465193,1
"Wright & Giliomee 1992","African Journal of Ecology",1992,1987,1.18,"Data from Figure 1","Losses","Herbivory","Protea magnifica","Native","Defoliators",0.966589151204913,3,2.03758763217063,1
"Xiao et al. 2020","Science of The Total Environment",2020,2015,8.6,"Data from Figure 3B","Sqrt (% leaf area consumed)","Herbivory","Triadica sebifera","Native","Defoliators",0.00370447964341343,161,0.0037044965892869,0.00632911392405063
"Xiao et al. 2020","Science of The Total Environment",2020,2015,8.6,"Data from Figure 3D","Sqrt (% of leaves with rolling)","Herbivory","Triadica sebifera","Native","Defoliators",0.273649312021648,116,0.280804296730067,0.00884955752212389
"Xiao et al. 2020","Science of The Total Environment",2020,2015,8.6,"Data from Figure 3F","Sqrt (# sucking herbivores)","Herbivore abundance","Triadica sebifera","Native","Sap feeders",-0.212842163833605,82,-0.216146498727332,0.0126582278481013
"Xiao et al. 2020","Science of The Total Environment",2020,2016,8.6,"Data from Figure 3B","Sqrt (% leaf area consumed)","Herbivory","Triadica sebifera","Non-native","Defoliators",0.0365623186805935,120,0.0365786239683305,0.00854700854700855
"Xiao et al. 2020","Science of The Total Environment",2020,2016,8.6,"Data from Figure 3D","Sqrt (% of leaves with rolling)","Herbivory","Triadica sebifera","Non-native","Defoliators",0.00996334622434483,99,0.00996367592535671,0.0104166666666667
"Xiao et al. 2020","Science of The Total Environment",2020,2016,8.6,"Data from Figure 3F","Sqrt (# sucking herbivores)","Herbivore abundance","Triadica sebifera","Non-native","Sap feeders",-0.0211184083801442,10,-0.0211215487336019,0.142857142857143
"Yuan et al. 2022","Journal of Plant Ecology",2022,2019,2.5,"Data from Figure 2(e)","Density of C. marmorata","Herbivore abundance","Solidago canadensis","Non-native","Sap feeders",0.37475055749928,91,0.393938451400228,0.0113636363636364
"Yuan et al. 2022","Journal of Plant Ecology",2022,2019,2.5,"Data from Figure 2(f)","Damage level","Herbivory","Solidago canadensis","Non-native","Sap feeders",0.368020656382778,177,0.386131744150378,0.00574712643678161
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2016,4.7,"Data from Dryad","number of Eriocrania mines.","Herbivore abundance","Betula pendula","Native","Miners",-0.129912025047296,9,-0.130650363781795,0.166666666666667
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2016,4.7,"Data from Dryad","number of Eriocrania mines.","Herbivore abundance","Betula pubescens","Native","Miners",0.110300744601769,10,0.110751354177042,0.142857142857143
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2016,4.7,"Data from Dryad","number of Stigmella mines.","Herbivore abundance","Betula pendula","Native","Miners",-0.0866328056242243,9,-0.0868505202889012,0.166666666666667
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2016,4.7,"Data from Dryad","number of Stigmella mines.","Herbivore abundance","Betula pubescens","Native","Miners",-0.0412226344140607,10,-0.0412460082012217,0.142857142857143
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2016,4.7,"Data from Dryad","percentage of leaf area lost to defoliating and leafmining insects.","Herbivory","Betula pendula","Native","All folivores",-0.748972092373647,9,-0.970609699922434,0.166666666666667
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2016,4.7,"Data from Dryad","percentage of leaf area lost to defoliating and leafmining insects.","Herbivory","Betula pubescens","Native","All folivores",-0.777331371689591,10,-1.03859179716117,0.142857142857143
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2017,4.7,"Data from Dryad","number of Eriocrania mines.","Herbivore abundance","Betula pubescens","Native","Miners",-0.1619208667676,10,-0.163358653557876,0.142857142857143
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2017,4.7,"Data from Dryad","number of Stigmella mines.","Herbivore abundance","Betula pendula","Native","Miners",-0.507089734721188,9,-0.558804301168928,0.166666666666667
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2017,4.7,"Data from Dryad","number of Stigmella mines.","Herbivore abundance","Betula pubescens","Native","Miners",-0.15243503824367,10,-0.153632459988055,0.142857142857143
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2017,4.7,"Data from Dryad","percentage of leaf area lost to defoliating and leafmining insects.","Herbivory","Betula pendula","Native","All folivores",-0.111863583945446,9,-0.112333719050249,0.166666666666667
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2017,4.7,"Data from Dryad","percentage of leaf area lost to defoliating and leafmining insects.","Herbivory","Betula pubescens","Native","All folivores",-0.625024344162465,10,-0.733208484789045,0.142857142857143
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2018,4.7,"Data from Dryad","number of Eriocrania mines.","Herbivore abundance","Betula pendula","Native","Miners",0.574738457890218,9,0.65457005307047,0.166666666666667
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2018,4.7,"Data from Dryad","number of Eriocrania mines.","Herbivore abundance","Betula pubescens","Native","Miners",0.336676999160269,10,0.350339954671063,0.142857142857143
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2018,4.7,"Data from Dryad","number of Stigmella mines.","Herbivore abundance","Betula pendula","Native","Miners",-0.307310844278364,9,-0.31757308294291,0.166666666666667
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2018,4.7,"Data from Dryad","number of Stigmella mines.","Herbivore abundance","Betula pubescens","Native","Miners",-0.575494644865289,10,-0.655699970677455,0.142857142857143
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2018,4.7,"Data from Dryad","percentage of leaf area lost to defoliating and leafmining insects.","Herbivory","Betula pendula","Native","All folivores",-0.569319901665868,9,-0.646516018784225,0.166666666666667
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2018,4.7,"Data from Dryad","percentage of leaf area lost to defoliating and leafmining insects.","Herbivory","Betula pubescens","Native","All folivores",-0.469325345910754,10,-0.509204748382529,0.142857142857143
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2019,4.7,"Data from Dryad","number of Eriocrania mines.","Herbivore abundance","Betula pendula","Native","Miners",0.228935569719433,9,0.233065872997947,0.166666666666667
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2019,4.7,"Data from Dryad","number of Eriocrania mines.","Herbivore abundance","Betula pubescens","Native","Miners",0.246389118360592,10,0.251564890961247,0.142857142857143
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2019,4.7,"Data from Dryad","number of Stigmella mines.","Herbivore abundance","Betula pendula","Native","Miners",-0.311328258513825,9,-0.322015555134684,0.166666666666667
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2019,4.7,"Data from Dryad","number of Stigmella mines.","Herbivore abundance","Betula pubescens","Native","Miners",-0.500871844045867,10,-0.550469279634492,0.142857142857143
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2019,4.7,"Data from Dryad","percentage of leaf area lost to defoliating and leafmining insects.","Herbivory","Betula pendula","Native","All folivores",-0.00720352533399344,9,-0.00720364993671572,0.166666666666667
"Zvereva et al. 2020","Journal of Animal Ecology",2020,2019,4.7,"Data from Dryad","percentage of leaf area lost to defoliating and leafmining insects.","Herbivory","Betula pubescens","Native","All folivores",-0.33465088899532,10,-0.348056574204016,0.142857142857143
"Zvereva et al. 2020","Journal of Ecology",2020,2014,6.1,"Data from Dryad","Leaf area loss","Herbivory","Betula pendula","Native","All folivores",-0.642664532136112,43,-0.762699945334895,0.025
"Zvereva et al. 2020","Journal of Ecology",2020,2014,6.1,"Data from Dryad","Leaf area loss","Herbivory","Betula pubescens","Native","All folivores",-0.644429759283067,50,-0.765713069797672,0.0212765957446809
"Zvereva et al. 2020","Journal of Ecology",2020,2014,6.1,"Data from Dryad","Leaf area loss","Herbivory","Picea abies","Native","All folivores",-0.00765286263919807,98,-0.00765301204441467,0.0105263157894737
"Zvereva et al. 2020","Journal of Ecology",2020,2014,6.1,"Data from Dryad","Leaf area loss","Herbivory","Pinus sylvestris","Native","All folivores",0.0161987423649129,97,0.0162001594339942,0.0106382978723404
"Zvereva et al. 2020","Journal of Ecology",2020,2014,6.1,"Data from Dryad","Leaf area loss","Herbivory","Populus tremula","Native","All folivores",-0.36673816025994,45,-0.384649144773926,0.0238095238095238
"Zvereva et al. 2020","Journal of Ecology",2020,2014,6.1,"Data from Dryad","Leaf area loss","Herbivory","Salix caprea","Native","All folivores",-0.438408667951796,43,-0.470259135800227,0.025
"Zvereva et al. 2020","Journal of Ecology",2020,2014,6.1,"Data from Dryad","Leaf area loss","Herbivory","Vaccinium myrtillus","Native","All folivores",-0.634819785326914,45,-0.749448441825375,0.0238095238095238
